recipeId,cocktailId,bartender,company,location,glasswareId,instruction,votes,rating
142,386,Russell Davis,Rickhouse,San Francisco,0,Combine all ingredients into a large punch bowl and add large ice cube/cubes. Garnish liberally with slice fruits.,0,0
143,306,,,,56,Combine all ingredients into a mixing glass and add ice. Shake and strain into a martini glass. Garnish with an olive.,0,0
144,548,Brian Means,Fifth Floor,San Francisco,3,"Combine all ingredients into a mixing glass and add ice. Stir for about 10 seconds and then strain into a chilled cocktail coupe. Garnish with skewered apple spheres and be thankful you're having a cocktail, and not having an apple shot off your head.",0,0
145,629,Russell Davis,,,3,Combine all ingredients into a mixing glass and add ice. Stir until proper dilution and strain into a chilled coupe. Garnish with an orange peel.,0,0
146,130,,,San Francisco,53,"Combine all ingredients into a mixing glass and stir until proper dilution. Strain into a chilled bucket glass over a large ice cube and garnish with a dukes lemon and dukes grapefruit zest.
",0,0
147,417,Harold Madison,,Houston,3,Combine all ingredients into mixing glass. Add ice. Stir until very cold. Strain and fine strain to prevent ice chips in coupe glass. Garnish with orange twist entwined around a cinnamon stick.,0,0
148,610,,,,56,"Combine all ingredients with ice, shake, strain into martini glass, top with prosecco, garnish with sage.",0,0
149,66,Russell David,Unlimited Liabilities,,10,"Combine all ingredients, add ice, and shake. Double strain into an old fashioned glass and add fresh ice. Garnish with an orange slice (1/4 wheel) and Luxardo Cherry (both speared).

*0.25 - 0.50 oz Cane Sugar Syrup (to taste to allow variations in citrus flavor when batching)",0,0
150,527,Kim Rosselle,Trick Dog,San Francisco,60,"Combine all ingredients, minus the sparkling wine, into a tin. Shake and double strain into a flute glass. Top with a float of sparkling wine. Garnish with an edible flower petal.",0,0
151,212,,,,14,"Combine all ingredients, shake for 20 seconds. Add ice and shake again. Strain into a snifter. Garnish with shaved nutmeg.",0,0
152,317,Matt Solario,Stookey's Club Moderne,San Francisco,13,Combine all ingredients. Shake and strain into cocktail glass. Garnish with an orange peel.,0,0
153,400,Sean McClure,,,10,"Combine all liquid ingredients in a chilled mixing glass with cracked ice and stir for 20 seconds.
Double strain the cocktail over a large cube placed in an old-fashioned glass.
Garnish with a lemon twist making sure to release all the essential oils out of the twist. Also make sure to rub the entire rim of the glass with the twist before dropping it into the cocktail.",0,0
154,487,Sean McClure,,,36,"Combine all liquid ingredients in a highball or Collins glass with ice.
Stir lightly and garnish with a lemon twist making sure to release all the essential oils out of the twist. Also make sure to rub the entire rim of the glass with the twist before dropping it into the cocktail.",0,0
155,661,Christa Havican,,Houston,43,"Combine all liquids with exception of sodas, sir together. Strain into collins glass with singular large cube. Top with sodas. Garnish with sliver of poached pear from syrup (kept chilled).

*Rose Poached Pear Syrup:
-- 1.5 C Rose (La Vielle Ferme or similar)
-- 1.5 C Water 
-- 2 C Sugar
-- 1 Large Lemon
-- 1 Half Orange
-- 1 tsp Ground Ginger (not fresh)
-- 1 tsp Vanilla
-- 3-5 Whole Cloves

Combine Rose (La Vielle Ferme or similar), water, and sugar. Bring to a simmer. Add zest of lemon and an orange, ground ginger, vanilla, and cloves. Peel and halve pears, set gently into liquid. Keep just under a simmer for 15 mins. Remove from heat, let cool at least 20 mins. Pears will keep for 3 days refrigerated in syrup. The syrup itself will last longer.",0,0
156,439,Brian Means,Dirty Habit,San Francisco,0,Combine all the ingredients except Prosecco. Add a large block of ice or large ice cubes and stir. Top with Prosecco. Garnish with orange wheels studded with cloves and float some mint sprigs in the bowl.,0,0
157,586,,,,10,"Combine all the ingredients in a mixing glass and stir for about 10 seconds. Strain in to an Old Fashioned glass or glass of your choosing. Add large ice cubes. Garnish with a lemon wheel, mint sprigs and a blackberry.

*Moroccan Mint Tea (Numi Tea Brand):
-- 1 Moroccan Mint Tea Bag
-- 8 oz. Boiling Water
 
Combine the tea bag and the boiling water in a cup or a pot. Let steep for 5 minutes. Remove the tea bag and place the tea in the fridge to cool. Label and date the container. Will keep for 1 week.

**Rich Honey Syrup:
-- 10 oz. Honey
-- 5 oz. Hot Water

Combine both ingredients together in a container and stir until fully incorporated. Label and date the container. Will keep in the fridge for 2 weeks.",0,0
158,459,Vince Toscano,Rye,San Francisco,10,Combine all the ingredients in an old-fashioned glass. Stir on the rocks. Garnish with lemon peel.,0,0
159,24,Patrick Poelvoorde,Park Tavern,San Francisco,43,"Combine bourbon, lemon juice, and syrup in a shaker and add cold ice. Shake until chilled well (10-30 sec. depending on the quality of the ice). Strain into a collins glass and slowly pour the vermouth into the glass. Garnish with a lemon twist. 

*Orange-scented Maple Syrup:
combine 6 oz. of grade B maple syrup, 6 oz. filtered water and the peel of 1 orange, with a minimum amount of pith in a non-reactive pan. 
Simmer for 10 mins. Remove from heat and allow it to cool to room temp. before using. 
Syrup will keep for 1 month if refrigerated.",0,0
160,671,Jeff Hollinger,,,43,"Combine Gin, Maraschino, juices, and bitters in an ice-filled mixing tin and shake for 20-30 seconds, or until well chilled. Strain over fresh ice into a Collins glass, top with the California Lager, and garnish with the grapefruit peel.",0,0
161,291,Russell Davis,,San Francisco,0,"Combine H by HINE, King's Ginger Liqueur, and bitters over ice in a mixing glass. Stir until you reach proper dilution(15-20 seconds). Strain over a large ice rock in a bucket glass and garnish with Luxardo Cherries.",0,0
162,290,Jeff Hollinger,,,43,"Combine Hophead Vodka, Kings Ginger, and lime juice in a Collins glass and fill with ice. Top with ginger beer. Stir. Garnish with a lime wheel.",0,0
163,396,,The Gladly,Phoenix,0,"Combine Hophead, lemon juice, Giffard Pamplemousse, honey syrup, and bitters in a shaker. Add ice and shake vigorously. Strain into a chilled glass. Fill the glass with beer.",0,0
164,563,,,San Francisco,0,"Combine Hophead, lemon juice, King's Ginger, honey syrup, egg white, and bitters in a shaker and dry shake to emulsify egg whites. Add ice and shake vigorously until proper dilution. Strain into a chilled fizz glass. Empty ice out of shakers and fill shaker with ale to create a froth. Pour this froth over the drink and garnish with half an orange wheel.
	
",0,0
165,293,Claire Sprouse,The Bywater,Los Gatos,40,"Combine ingredients and shake with ice. Strain into a rocks glass over fresh ice. Grate nutmeg on top.

*Bywater Spice Mix: Simple syrup infused with Vietnamese cinnamon, licorice root, and clove",0,0
166,540,,,San Francisco,0,Combine ingredients in a mixing glass and stir with ice. Strain and serve up with an orange twist.,0,0
167,549,,,,3,Combine ingredients in a mixing glass with ice and stir. Strain into a coupe glass and garnish with a flamed orange peel.,0,0
168,576,Conal Nielsen,,Houston,3,"Combine ingredients in a pint glass, stir with ice to chill. Double strain into a coupe glass. Garnish with mint and lemon wedge flag.",0,0
169,574,Megan Daniel,Whitechapel,San Francisco,3,"Combine ingredients in a shaker with ice. Shake and double strain into a coupe glass. Garnish with nutmeg.

*Winter Spice Brown Sugar Syrup: 
-- 2 qt Brown Sugar
-- 2 qt Water
-- 3 Tbsp Ground Ginger
-- 3 Tbsp Ground Nutmeg
-- 1 Tbsp Clove

Heat and simmer the below ingredients in a medium pot for 15 minutes. Strain with cheesecloth.",0,0
170,30,Jeff Hollinger,,,13,"Combine ingredients in an ice-filled mixing glass and stir for 20 to 30 seconds, or until well chilled. Strain into a chilled cocktail glass and garnish with the lemon peel.",0,0
171,641,Jeff Faile,,,10,"Combine ingredients in an old fashioned glass filled with ice, stir to combine, and garnish with orange peel.",0,0
172,608,Elyse Blechman,,Houston,3,"Combine ingredients in mixing glass, and stir with ice to dilution. Strain into a coupe cocktail glass. Garnish with a trimmed carrot ribbon.",0,0
173,71,Kevin Martin,Eastern Standard,Boston,0,"Combine ingredients into a chilled punch bowl, ice and dilute appropriately, garnish seasonally.",0,0
174,448,Brian Quinn,,,3,"Combine ingredients into a cocktail shaker. 
Shake with ice vigorously for 10-15 seconds. 
Strain into a chilled coupe glass. No garnish.",0,0
175,337,Kevin Martin,,San Francisco,2,"Combine ingredients into a hot mug, top with hot water and garnish with a rough orange twist.",0,0
176,397,,,,3,"Combine ingredients into a mixing glass, add ice and shake until properly diluted. Double strain into a glass over fresh ice, garnish with a cucumber wheel.",0,0
177,322,Alan Kropf,,San Francisco,40,Combine ingredients with ice in a mixing glass and stir. Strain over a large cube in a rocks glass and garnish with an orange peel.,0,0
178,356,Jeff Kinder,Bryant's Cocktail Lounge,Milwaukee,13,"Combine ingredients, stir until well chilled, and strain in to a cocktail glass. Serve with an orange twist.",0,0
179,60,Keli Rivers,,,0,Combine ingredients. Pour over big cube and stir. Add the grapefruit peel.,0,0
180,217,Laurie Sheddan,,Houston,60,Combine Luxardo Bitters and Dolin Blanc. Stir in mixing glass until chilled. Strain into flute. Top with prosecco. Zest with grapefruit. Garnish with long grapefruit zest.,0,0
181,302,Arien Chabolla,,Houston,3,"Combine Luxardo, BarSol, and tincture. Ice, stir, and strain into chilled coupe. Top with Prosecco. Gently set candied blood orange wheel (thinly sliced) garnish into drink and serve.

*Castillian Tincture:
-- 750 ml Luxardo Grappa Euganea
-- 20 g Sliced Blanched Almond
-- 2 g Spanish Saffron
-- 3 Sliced Madagascan Vanilla Beans
-- 3 g Toasted Green Cardamom
-- 4 Lemon Peels (pith removed)
-- 2 Quartered Dried Pajarero Figs
-- 2 Quartered Quartered Medjool Dates

Combine all ingredients, gently agitate twice daily for 14 days. Fine filter and store.

**Candied Blood Orange Wheels:
-- 1 Blood Orange (sliced thin - approx. 10 slices/orange)
-- .5 c Natural Sugar
-- .25 c Water
-- 2 Tbsp Corn Syrup

Combine sugar, water, and corn syrup in shallow saucepan. Slow simmer on low heat approx. 10 min. When thickened mixture begins to cling to sides of pan, add orange slices. Allow to simmer for 5 more min. and remove from hardening syrup. Place slices on parchment-lined oven rack. Air dry overnight, then bake 10 min. at 400°F (or dehydrate them).",0,0
182,268,Richard Bailey,,Houston,43,"Combine Luxardo, cachaca, gin, coconut water, tincture and almond extract in a yari (mixing glass). Add ice. Stir for proper dilution (30-40 revolutions). Pour in collins glass over a clarified ice sphere. Top cocktail with Fever-Tree. Add 3 almond slices for garnish.

*Toasted Coconut Tincture:
-- 4 oz (by weight) Semisweet Coconut Flakes
-- High-Proof Neutral Grain Spirit (preferably Everclear)

Lightly toast semisweet coconut flakes. Put in a small mason jar. Fill jar with high-proof neutral grain spirit. Let sit for 3 days then strain off.",0,0
183,625,Qwesha Byrd,,Houston,3,"Combine Luxardo, gin, apple water and citric acid solution into a shaker tin and shake to chill. Double strain into a coupe glass and garnish with a slice of Fuji apple lightly dusted with cinnamon.

*Apple Water:
-- 1 Fuji Apple
-- 2 c Water

Slice Fuji apple and combine with water. Vacuum seal and place in a sous-vide for 3-4 hrs at 130°F. Strain apples; water is ready for use.

**Citric Acid Solution:
-- 1 ml gram Citric Acid
-- 3 ml Water

Combine citric acid and water. Stir until dissolved.",0,0
184,6,,,,43,"Combine rum, curacao, violettes, and lime juice in a shaker, add ice and shake vigorously. Double strain into a chilled collins glass. Add fresh ice in the collins glass and top with chilled ginger beer. Float 2-3 dashes of Angostura Bitters on top and garnish with a grilled pineapple wedge on rim of glass, and two Luxardo Cherries speared through a toothpick, and edible orchid placed on top hanging from the rim.",0,0
185,43,Ari & Micah Wilder,,Washington DC,23,"Combine the coffee and whiskey in a preheated cup. Top with Irish cream and pour the absinthe over the back of a spoon to float. Garnish.
",0,0
186,682,,,,13,Combine the ingredients in a Boston shaker or cocktail shaker. Add ice and shake vigorously for 10 seconds. Strain the contents into a chilled cocktail glass.,0,0
187,260,Kelly McCarthy,,,0,"Combine the ingredients. Shake and strain over ice. Lemon and/or cherry flag garnish.

Add soda water if you'd like to water it down.",0,0
188,360,,,,10,Combine the Karlsson's Gold Vodka and grapefruit in a shaker with ice. Shake for 15 seconds and strain over fresh ice in an old-fashioned glass that has a salted rim. Top the cocktail with the club soda.,0,0
189,378,Kim Rosselle,Trick Dog,San Francisco,13,"Combine the lime, elderflower, tincture and cherries into a shaker tin. Muddle the cherries and then add the Junipero Gin. Shake with ice. Double strain into a chilled cocktail glass. Garnish with a lime wheel.

*Chili Tincture:
-- Chiles (Habaneros or Bird’s eye Chiles recommended)
-- Grain Alcohol or Vodka

Fill a small jar with stemmed hot chili peppers and cover with grain alcohol or high-proof vodka. Let soak for 3 days; strain.",0,0
190,20,,,,43,"Combine the Pink Pigeon, the cola, and the lime juice, in a tall Collins glass full of ice cubes.",0,0
191,430,,,,43,"Combine the Pink Pigeon, the ginger beer, and the lime juice, in a tall Collins glass full of ice cubes.",0,0
192,683,Amy Lewis ,One Sixty Blue,"Chicago, Ill",56,Combine these ingredients and roll gently over ice and strain into a martini glass. Top with pumpkin foam.,0,0
193,656,Daniel Romero,Miles,Brooklyn,43,"Combine vodka, ginger liqueur, lemon juice, ginger-cinnamon syrup and bitters in tins with ice and shake. Double strain into collins glass over fresh ice and top with club soda.

*Ginger-Cinnamon Syrup: 
Equal parts demerara sugar, clover honey, fresh ginger juice, water. Combine demerara sugar and clover honey and top with boiling water. Stir to dissolve. Once cooled add fresh ginger juice and stir to mix.",0,0
194,159,,,,0,Cut a lime in 4 pieces and put them in a glass. Add 1-2 tablespoons of sugar and crush with a pestle. Add Ypiòca. Fill with crushed ice. Stir well and enjoy!,0,0
195,506,Kate Grutman,,,60,Dash each bitter and the Fernet over sugar cube in base of Champagne glass so that the sugar is fully saturated with mixture. Add Pink Pigeon Rum and top with chilled Champagne. Garnish with a twist of lemon.,0,0
196,537,Cristina Bini,,New York,56,Double strain into a martini glass.,0,0
197,451,Brian Means,Dirty Habit,San Francisco,34,"Dry Shake (no ice), Wet Shake (with ice) & Double Strain.",0,0
198,196,Adam Fortuna,Artusi,Seattle,10,Dry shake all ingredients for 20-30 seconds. Then shake with ice. Double strain over fresh ice in an old fashioned glass. Garnish with wide lemon swath.,0,0
199,579,,Palizzi Social Club,Philadelphia,6,Dry shake all ingredients. Hard shake with ice. Double strain into small pilsner glass. Garnish with Luxardo Cherry.,0,0
200,213,,,,46,Dry shake and then shake with hand cracked ice. Serve in a goblet with grated nutmeg.,0,0
201,219,,,,11,Dry shake whole egg until emulsified. Then add Kold Draft ice and all ingredients except bitters and shake vigorously until cold. Strain into chilled royal coupette and garnish with apple wheels.,0,0
202,434,Naren Young,Saxon & Parole,New York,3,"Dry shake, add ice and shake again. Strain into a coupe glass.",0,0
203,298,Carlo Splendorini,Michael Mina Restaurant Group,San Francisco,66,"Dry Shake, add ice and shake for 10 seconds. Double strain into a Copita Glass. Garnish with Dill.",0,0
204,167,Ryan Chetiyawardana,,United Kingdom,0,"Dry shake, shake with cubed ice, double strain into chilled glass coated in vanilla-salt solution.",0,0
205,216,Ryan Chetiyawardana,,United Kingdom,0,"Dry shake, shake with cubed ice, double strain into chilled glass.",0,0
206,313,Natasha David,Nitecap,,1,"Dry shake, strain, top with porter.",0,0
207,325,Brian Floyd,,,10,"Dry shake, then serve old-fashioned glass with crushed ice. Drizzle Bitter on top to finish.",0,0
208,628,Jupiter Olympus,,San Francisco,60,"Dry shake, then shake with ice. Double strain into flute or sour glass. Top with a Saison.

Zest orange over top and garnish with a star anise.
",0,0
209,87,,,United Kingdom,43,"Dry shake, then shake with ice. Double strain over cubed ice.",0,0
210,635,Ken Luciano,The Forgery,San Francisco,3,"Dry shake. Add ice, shake. Double strain into a frozen coupe glass. Garnish with lemon twist or dehydrated apple slice.",0,0
211,529,Kevin Diedrich,,,15,"dryshake/shake/dblrocks

garnish jalapeño slice",0,0
212,96,St. John Frizell,,,45,"Fill a 10-oz mug with boiling water. When the mug is hot, pour out the water and add the amaretto and cider. Top with a layer of cream. Grate fresh cinnamon on top as a garnish.",0,0
213,622,Tineke Triggs,,,56,Fill a cocktail shaker with ice. Add all ingredients except the garnish and shake well. Stain into a very chilled martini glass (martini glass should have a sugar rim on half of the glass) and top with a splash of ginger beer. Garnish with a mint leaf and orange peel. Right before serving drop in a chip of dry ice for the mist.,0,0
214,245,Phil Ward,,,56,Fill a cocktail shaker with ice. Add ingredients and shake well. Strain into a chilled coupe or martini glass and garnish with the grapefruit twist.,0,0
215,104,,,,43,"Fill a collins or highball glass with cracked or cubed ice. Add all the ingredients to a cocktail shaker filled with cracked or cubed ice. Shake and strain into the glass.

*SC Demerara Syrup:
-- 2 C Water
-- 1 C Demerara Sugar
-- 3 C Granulated Sugar

Bring water to boil in a saucepan over high heat. Add the demerara sugar and stir vigorously with a whisk (or use an immersion blender) until sugar is dissolved, about 1 minute (the water should become clear). Add granulated sugar and stir vigorously until dissolved, about 1 minute. Remove from heat and let cool.",0,0
216,270,,Gastronomista.com,,36,"Fill a highball glass with ice, and build the syrup, lemon juice, and soda water. Stir, and garnish with a Luxardo Maraschino Cherry.",0,0
217,204,,,,13,"Fill a mixing glass half full with ice. Add cognac, orgeat, and bitters. Stir well. Strain into chilled cocktail glass. Twist lemon peel over the drink and drop in as a garnish.",0,0
218,274,Sean McClure,,,2,"Fill a mug with very hot water to warm the glass up. Once the glass is hot, empty it and add all the liquid ingredients. Stir well until the honey is incorporated. Garnish with the clove studded orange peel and enjoy.",0,0
219,634,Julian Miller,Partender,San Francisco,10,"Fill a shaker with an old fashioned glass worth of ice. Add all ingredients except for the club soda. Shake vigorously for 20 seconds, then dump into old fashioned glass. Set lemon wheel and sliver of cinnamon-candied ginger on top then top with club soda.

*Cinnamon Candied Ginger Syrup:
Combine 1/4 lb. peeled ginger root (sliced 1/8"" on a 45-degree bias using a mandolin), 2 cups of water, and 4 cinnamon sticks in a pot (or pan) and bring to cusp of a light simmer. Continue to barely simmer for 30 minutes. Add 1 cup of demerara sugar and stir until fully dissolved. Lower heat and keep just below simmering. Continue to heat until almost all liquid is reduced and remaining sugar is just beginning to caramelize (2-3 hours). Remove from heat and spoon slivers of ginger (along with a generous dollop of now thick syrup) onto a sheet of parchment or wax paper. Let cool for at least 2 hours then store layered on the paper sealed in a ziplock bag. Remove cinnamon sticks and reserve syrup.",0,0
220,47,,,,0,"Fill Chinaco stemmed flute with prosecco, cava or other dry sparkling.
Garnish with Luxardo Cherry pinned inside of lemon peel and rested across rim.
The cherry garnish which will be EVER so delicately laid across the top of the glass, should flame in my opinion. You can dip the in high-proof spirits and light it up!
",0,0
221,476,,,,10,Fill shaker with ingredients and ice. Shake. Strain into old fashioned or rocks glass filled with ice.,0,0
222,276,Francesco Lafranconi,,,0,"Fill up a stem-less wine glass with ice and pour the ingredients over, stir and serve.",0,0
223,233,,,,65,"Fill up a stemmed wine glass with ice then pour the ingredients, stir and serve.",0,0
224,520,Francesco Lafranconi,,,0,"Fill up a wine glass with ice then pour the ingredients, stir and serve.",0,0
225,184,,,,0,"First, dry shake all ingredients. Then, shake all ingredients vigorous with ice and strain into a cocktail glass. Garnish with 2-3 drops of Angostura bitters on top of the foam.",0,0
226,224,Caitlin Laman,,,0,"Flash shake, strain onto fresh ice, top with Mexican Squirt. Salted starfruit garnish.",0,0
227,254,Lauren Sanchez,,Miami,0,"For a punch, combine Ypioca, lime, agave and Ancho Reyes together. Add fresh pineapple chunks, 3 thin sliced chiles (seeds included) and 1 star anise to garnish.",0,0
228,367,Lauren Sanchez,,Miami,0,"For punch, combine Ypioca, Lillet Rose, guava nectar, lime and agave. Top with Rosa Regale sparkling and add sliced strawberries and thin-sliced lime wheels to float as garnish.

For individual cocktails, muddle 2-3 strawberry slices w/ agave and add Ypioca, guava and Lillet. Add ice and shake to chill/mix. Strain over ice and top with champagne. Garnish with thin-sliced strawberry. Remember, this is an aperitif style so it's meant to be refreshing but not necessarily sweet.",0,0
229,659,Brian Van Flandern,,,40,"Garnish with 3 drops of Angostura Bitters over foam.

*Beet Sugar Water:
-- 50% Beet Sugar
-- 50% Water",0,0
230,399,,,,40,Garnish: mint and lime wheel,0,0
231,117,Enrique Sanchez,The Commissary,Los Angeles,54,"Garnished with orange peel and star anise. Served over the rocks in a stemless wine glass.

*7-Spice Syrup:
-- Pink Peppercorn
-- Star Anise
-- Sumac
-- Cinnamon
-- Nutmeg
-- Coriander
-- Cardamom",0,0
232,650,Jeff Hollinger,,,0,"Genevieve is Hotaling's interpretation of genever, an ancient and mysterious gin style. The most common way to consume genever has always been straight. If you are planning to set sail for the day, picnic or do something else to enjoy the great outdoors, we recommend throwing a bottle of Genevieve in the freezer the evening before your outing and moving it to the cooler day of. We sip it straight while enjoying a lager. Glassware is dealer's choice, but cordial glasses are elegant and fun.",0,0
233,470,Andrew Grala,,Houston,56,"Hard vigorous shake with high density ice for 5-6 seconds. Hawthorne and fine strain into a chilled martini glass. Garnish with a mint sprig spanked and lightly rubbed around the edge of the glass. Raspberry garnish and mint sprig attached to the raspberry. Channel zest lemon bath over the glass.

*Strawberry-Raspberry Turbinado ""Sugar in the Raw"" Simple Syrup:
-- 2 C Water
-- 2 C Sugar in the Raw Turbinado Sugar
-- 15 Raspberries
-- 3 Strawberries, quartered
-- 3 Mint Leaves

As the water boils, slowly add sugar a few spoon fulls at a time and whisk vigorously into the boiling water until all 2 cups have been dissolved. Continue to keep on high heat for 5 mins.
Then take raspberries, strawberries, and mint leaves and macerate all components together and add into the boiling simple syrup.
Reduce heat to low-medium heat for the next 15 mins.
After that allow simple syrup to cool down and rest for additional 15 mins. 
Double strain the simple syrup through fine strainers until all fruit, seeds and mint leaves are strained out.  Allow to cool.",0,0
234,220,Sarah Manowitz,Spitfire Bar,New Orleans,0,"Heat cider to 180°F. In a 5 oz cup pour the scotch and drambuie. Add the heated cider. Stir in the spiced butter. Top with 3 drops bitters.

For the garnish, add 2 small cocktail stirrers, hang cookie off of the stirrer so that it leans off of the side of the cup.

*Spiced Butter:
-- 1 half Stick Butter
-- 1 tbsp Pumpkin Pie Spice
-- .5 tbsp Brown Sugar
-- .5 tsp Cayenne Pepper

Soften butter, add spices and mix with a spoon until all ingredients are combined.

**Chrusciki Cookies:
-- 1 c All-purpose Flour
-- 3 Egg Yolks
-- 3 tbsp Sour Cream
-- 1 tsp Vanilla Extract
-- 1 tbsp Dark Rum
-- 1 pinch Salt

Using a mixer, incorporate egg yolks into sour cream, add vanilla and rum, kneed in all-purpose flower and salt to taste.
Divide dough in half on a floured board and let rest for 20 min. Working with half the dough at a time, roll out to 1/8 in. thickness, cut into 2 in. wide strips, cut these strips on the diagonal at 4 in. intervals.
Heat 2 in. of vegetable oil in a large deep skillet to 350°F. Make a slit in the center of each strip of dough. Pull one end through the slit to form a bow.
Fry 6 Chrusciki at a time for 1 min. or less per side till golden brown.
Drain on a paper towel and dust with confectioners sugar.
",0,0
235,340,,,,0,"Heat cranberries, sugar, OJ and King's Ginger over medium heat. Place the peppercorns, allspice, cloves and cinnamon in a piece of cheesecloth with the end tied. Add to pot. Cook stirring often until cranberries soften about 25 to 30 min. Refrigerate for 1 hour before serving.",0,0
236,221,,,,10,Ice: Large block or spherical,0,0
237,182,,,,58,"In a blender, combine white rum, Luxardo, coconut milk, lime juice, sugar, bitters, 3 cherries, and 1 cup ice and purée until smooth; pour into a tiki glass and top with black rum. Place halved cherry, cut-side up, on top of cocktail and fill with Everclear before lighting cherry on fire.",0,0
238,619,Sean McClure,,,59,In a Boston shaker combine all liquid ingredients (not the foam) with cracked ice and shake vigorously for 20 seconds. Double strain the cocktail into an espresso cup. Using an aero-latte frothing whip froth the coffee infused soy milk and spoon the froth over the cocktail. Sprinkle with a little espresso powder.,0,0
239,570,Sean McClure,,,40,In a Boston shaker combine all liquid ingredients except the ginger beer with whole hard ice and shake vigorously for 30 seconds. Double strain the cocktail over whole hard ice cubes in a 13 oz. rocks glass and top with the ginger beer. Garnish with the licorice root.,0,0
240,13,Sean McClure,,,3,In a Boston shaker combine all liquid ingredients in a shaker without ice and dry shake for 10-12 shakes to blend the egg whites. Once blended add cracked ice and shake vigorously for 30 seconds and strain into a frozen 4.5 oz. coupe glass. Let the cocktail settle and sprinkle with the vanilla powder.,0,0
241,255,Sean McClure,,,36,In a Boston shaker combine and muddle the fresh lemon juice and cranberries. Add the remaining liquid ingredients except the club soda with hard ice and shake vigorously for 20 seconds pour directly into a highball add a little more ice to fill the glass and top with the club soda. Garnish with a few pear slices and fresh cranberries.,0,0
242,449,Sean McClure,,,36,"In a Boston shaker, combine all liquid ingredients except the ginger beer with cracked ice and shake vigorously for 30 seconds. Double strain over ice into a 16 oz. highball or Collins glass and top with the ginger beer. Garnish with the candied ginger using 2 toothpicks placed on the rim of the glass.

*Thai Basil Syrup:
-- 1 C Chopped Thai Basil
-- 2 C Granulated Sugar
-- 1 C Water

In a 1 qt. saucepot bring the water and sugar to boil and stir until sugar is completely dissolved. Add the chopped Thai basil to the pot and remove from heat. Let the basil steep for 1 hour or until syrup is room temperature. Strain the basil out of the syrup using a fine mesh sieve and store covered in fridge.",0,0
243,450,Sean McClure,,,40,"In a Boston shaker, combine all liquid ingredients except the ginger beer. Shake vigorously for 25 seconds and strain over fresh ice in a rocks glass. Top with the ginger beer and grate the fresh nutmeg over the top.

*Oatmeal-Infused Karlsson's Gold Vodka:
-- 750 ml Karlsson's Gold Vodka
-- 2 C Raw Oats

Using a large sauté pan toast the oats for about 10 minutes constantly watching them and making sure they don't burn. Once aromatic and have a touch of color add the oats to a mason jar with the vodka and let infuse for 12-24 hours. Strain and press out all the vodka from the oats. Return the liquid to the bottle and store in a cool dark place.",0,0
244,295,Sean McClure,,,3,"In a Boston shaker, combine all liquid ingredients with cracked ice and shake vigorously for 30 seconds. Double strain into a frozen 4.5 oz. coupe glass. Garnish with 1/2 piece kaffir lime leaf. (Clap the leaf several times before placing on top of the cocktail to release the aromatics.)",0,0
245,199,Sean McClure,,,3,"In a Boston shaker, combine all liquid ingredients with cracked ice and shake vigorously for 30 seconds. Double strain into a frozen 4.5 oz. coupe glass. Garnish with the apple slice. Can also be served warm.",0,0
246,311,Sean McClure,,,3,"In a Boston shaker, combine the Karlsson's and the lemon curd with whole hard ice and shake vigorously for 30-40 seconds. Add the champagne to the shaker, stir until mixed well and double strain the cocktail into a 4.5 oz. coupe glass. Garnish the cocktail with a lemon twist making sure to release all the essential oils into the glass. Rub the entire rim with the twist before dropping the twist into the glass.",0,0
247,521,,,,53,"In a bucket glass, combine Hophead, coffee liqueur, and cream. Add Ice and give a quick stir. Top with cold Mexican Coke and garnish with a Luxardo Cherry.",0,0
248,67,Sean McClure,,,60,"In a chilled mixing glass combine the Karlsson's gold vodka and the spiced apple shrub with cracked ice and stir for 20 seconds. Add the chilled club soda to the mixing glass, stir just until mixed and strain into a frozen champagne flute. Garnish with two apple slices placed on the rim.",0,0
249,530,Clint Rogers,Henri,Chicago,43,"In a collins glass, add ingredients beginning with orgeat and ending with rye. Fill glass half full with minted crushed ice. Begin ""swizzling"" cocktail with stick until cocktail is blended and ice forms on outside of glass. Top with more minted crushed ice and garnish with lemon and mint.",0,0
250,533,,,,36,"In a highball glass full of ice add No.3, King's Ginger and red vermouth. Top up with the lemonade and serve with a slice of ginger and a wedge of pink grapefruit.",0,0
251,139,Jaymee Mandeville,Drago Centro,Los Angeles,10,"In a mixing glass muddle mint, add all other ingredients and ice, shake, fine strain into a double old fashioned glass over fresh cracked ice. Garnish with cucumber slices and raspberries.",0,0
252,611,,,,13,"In a mixing glass, add all ingredients, then fill halfway with ice. Stir with a barspoon until chilled, about 30 seconds. Strain into a chilled cocktail glass. Rub the lemon twist around the rim, drop it in the cocktail, and serve.",0,0
253,113,Mariel Bordas,Putnam's Pub & Cooker,Brooklyn,10,"In a mixing glass, add ice and shake with all of the ingredients. Strain over new ice (large sphere ice cube) and serve in old fashioned glass and grate fresh cinnamon over the ice.

*Apple Cider Reduction: Boil apple cider until it reduces in volume by half.

**Cinnamon-Chipotle Syrup: Bring 1 cup sugar, 1 cup water and 3 cinnamon sticks to boil, take off heat and let steep for 20mins, add chipotle powder and mix well.",0,0
